ID,原版编号,外观ID,模板NPC,姓名,别名,苗字,名,罗马音名,文化,性别,生年,登场,终年,死因,父亲,母,配偶,祖父,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,DesireType,喜好,饮酒,出身,物欲,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,登场_1554,姓名_1554,身份_1554,立场_1554,所属势力_1554,家族_1554,所属据点_1554,所属流派_1554,登场_1560,姓名_1560,身份_1560,立场_1560,所属势力_1560,家族_1560,所属据点_1560,所属流派_1560,登场_1568,姓名_1568,身份_1568,立场_1568,所属势力_1568,家族_1568,所属据点_1568,所属流派_1568,登场_1575,姓名_1575,身份_1575,立场_1575,所属势力_1575,家族_1575,所属据点_1575,所属流派_1575,登场_1582,姓名_1582,身份_1582,立场_1582,所属势力_1582,家族_1582,所属据点_1582,所属流派_1582,登场_1598,姓名_1598,身份_1598,立场_1598,所属势力_1598,家族_1598,所属据点_1598,所属流派_1598,登场_1549,姓名_1549,身份_1549,立场_1549,所属势力_1549,所属据点_1549,所属流派_1549,登场_1584,姓名_1584,身份_1584,立场_1584,所属势力_1584,所属据点_1584,所属流派_1584,登场_dream1560,姓名_dream1560,身份_dream1560,立场_dream1560,所属势力_dream1560,所属据点_dream1560,所属流派_dream1560,外观描述_光荣,立绘阶段,Persona,列传,列传原文
lord_tk5_ninja_kakuma,,903,,觉马,,,,Kakuma,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,轩猿众,clan_nokizaru_1,轩猿之里,无,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_kanroku,,904,,勘六,,,,Kanroku,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_kikunosuke,,905,,菊之助,,,,Kikunosuke,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_koan,,906,,弘庵,,,,Koan,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,轩猿众,clan_nokizaru_1,轩猿之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_igasaki_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_kogoroo,,907,,小五郎,,,,Kogoroo,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,轩猿众,clan_nokizaru_2,轩猿之里,无,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_kumanosuke,,908,,熊之助,,,,Kumanosuke,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_magosaku,,909,,孙作,,,,Magosaku,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_manhei,,910,,万平,,,,Manhei,sanyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_mansaku,,911,,满作,,,,Mansaku,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,,,,,,,,,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_masasuke,,912,,正助,,,,Masasuke,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,甲贺众,clan_kouka_1,甲贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_meigaku,,1120,,明岳,,,,Meigaku,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_miyamon,,1150,,宫门,,,,Miyamon,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_momiji,,1126,,红叶,,,,Momiji,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_mutenboo,,914,,无天坊,,,,Mutenboo,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,已登场,,中忍,直臣,根来众,clan_tsuda_1,根来之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_nakahachi,,860,,中八,,,,Nakahachi,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_igasaki_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_naonosuke,,861,,尚之助,,,,Naonosuke,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_igasaki_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_natsume,,864,,枣,,,,Natsume,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_nijuuhachi,,862,,二十八,,,,Nijuuhachi,hokuriku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,已登场,,中忍,直臣,轩猿众,clan_nokizaru_2,轩猿之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_osamusuke,,863,,修助,,,,Osamusuke,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_raisuke,,865,,雷助,,,,Raisuke,kanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,,,,,,,,,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_rokuheita,,866,,六平太,,,,Rokuheita,hokuriku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,已登场,,中忍,直臣,轩猿众,clan_nokizaru_2,轩猿之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_rokurooji,,867,,六郎次,,透波,,Suppa Rokurooji,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,头目,当主,透波众,clan_suppa_1,透波之里,无,已登场,,头目,当主,透波众,clan_suppa_1,透波之里,无,已登场,,头目,当主,透波众,clan_suppa_1,透波之里,无,已登场,,头目,当主,透波众,clan_suppa_1,透波之里,无,已登场,,头目,当主,透波众,clan_suppa_1,透波之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_rokusuke,,868,,六助,,,,Rokusuke,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_ryuugen,,869,,隆玄,,,,Ryuugen,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_ryuugen_1,透波之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_saburooza,,870,,三郎左,,,,Saburooza,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_sadakuroo,,871,,定九郎,,,,Sadakuroo,kanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_saheiji,,872,,佐平次,,,,Saheiji,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_sanai,,873,,左内,,,,Sanai,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_sanjiroo,,874,,三次郎,,羽黑,,Haguro Sanjiroo,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,头目,当主,羽黑众,clan_haguro_1,羽黑之里,无,已登场,,头目,当主,羽黑众,clan_haguro_1,羽黑之里,无,已登场,,头目,当主,羽黑众,clan_haguro_1,羽黑之里,无,已登场,,头目,当主,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_sashichi,,875,,佐七,,,,Sashichi,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,已登场,,中忍,直臣,轩猿众,clan_nokizaru_1,轩猿之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_2,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_sazen,,876,,左膳,,,,Sazen,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,已登场,,中忍,直臣,伊贺众,clan_igasaki_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_senshikiboo,,877,,泉识坊,,,,Senshikiboo,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_tsuda_1,根来之里,无,已登场,,中忍,直臣,根来众,clan_tsuda_1,根来之里,无,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_shiroobee,,878,,四郎兵卫,,,,Shiroobee,sanyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,外闻众,clan_sada_1,钵屋之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_shizuma,,879,,静马,,,,Shizuma,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_2,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_shunkai,,880,,俊海,,羽黑,,Haguro Shunkai,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,头目,当主,羽黑众,clan_haguro_2,羽黑之里,无,已登场,,头目,当主,羽黑众,clan_haguro_2,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_shuramaru,,881,,修罗丸,,,,Shuramaru,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,已登场,,下忍,陪臣,甲贺众,clan_ryuugen_1,透波之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_soonoshin,,882,,惣之进,,,,Soonoshin,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tairaji,,883,,平次,,,,Tairaji,sanyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,已登场,,中忍,直臣,外闻众,clan_sada_1,外闻之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tairaza,,884,,平左,,,,Tairaza,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tamon,,885,,多门,,轩猿,,Nokizaru Tamon,hokuriku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,头目,当主,轩猿众,clan_nokizaru_2,轩猿之里,无,已登场,,头目,当主,轩猿众,clan_nokizaru_2,轩猿之里,无,已登场,,头目,当主,轩猿众,clan_nokizaru_2,轩猿之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_taroomatsu,,886,,太郎松,,,,Taroomatsu,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,已登场,,中忍,直臣,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tarooza,,887,,太郎左,,,,Tarooza,ou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_2,羽黑之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tatewaki,,888,,带刀,,,,Tatewaki,saikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_2,山潜之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tengen,,889,,天元,,,,Tengen,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,已登场,,中忍,直臣,甲贺众,clan_kouka_1,甲贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_tobishichi,,890,,鸢七,,,,Tobishichi,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,已登场,,中忍,直臣,甲贺众,clan_tarou_1,甲贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_ukichi,,891,,卯吉,,,,Ukichi,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,透波众,clan_suppa_1,透波之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yagenji,,892,,弥源次,,,,Yagenji,kanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yanagisai,,893,,柳斋,,,,Yanagisai,kanto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_yanagisai_1,风魔之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yasaburoo,,894,,弥三郎,,钵屋,,Hachiya Yasaburoo,sanyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,头目,当主,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,头目,当主,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,头目,当主,钵屋众,clan_hachiya_1,钵屋之里,无,已登场,,头目,当主,钵屋众,clan_hachiya_1,钵屋之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yasokichi,,895,,八十吉,,,,Yasokichi,saikai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,已登场,,中忍,直臣,山潜众,clan_yamasen_2,山潜之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yasubee,,896,,安兵卫,,,,Yasubee,tosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,风魔众,clan_fuuma_1,风魔之里,无,已登场,,中忍,直臣,伊贺众,clan_momochi_1,伊贺之里,无,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,,,,,,,,,已登场,,中忍,直臣,户隐众,clan_deura_1,户隐之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yazoo,,897,,弥藏,,,,Yazoo,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,山潜众,clan_yamasen_1,山潜之里,无,已登场,,中忍,直臣,外闻众,clan_seiki_1,外闻之里,无,,,,,,,,,已登场,,中忍,直臣,根来众,clan_suginoboo_1,根来之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
lord_tk5_ninja_yogoroo,,898,,余五郎,,,,Yogoroo,kinai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,黑胫巾众,clan_yanagihara_1,黑胫巾之里,无,,,,,,,,,已登场,,中忍,直臣,羽黑众,clan_haguro_1,羽黑之里,无,,,,,,,,,,,,,,,,,已登场,,中忍,直臣,甲贺众,clan_kouka_1,甲贺之里,无,,,,,,,,,,,,,,,,,,,,,,,,,,
