ID,ScriptName,ChineseName,LocozationName,Surname,Culture,Is_Shokuho,Owner_1554,Kingdom_1554,Owner_1560,Kingdom_1560,Owner_1568,Kingdom_1568,Owner_1575,Kingdom_1575,Owner_1582,Kingdom_1582,Owner_1598,Kingdom_1598
clan_takeda_2,武田,武田,{=TAIKOU_clan_takeda_2}Takeda,Takeda,tosan,0,lord_tk5_450,takeda,lord_tk5_450,takeda,lord_tk5_447,takeda,lord_tk5_447,takeda,lord_tk5_447,takeda,-,-
clan_takeda_3,武田,武田,{=TAIKOU_clan_takeda_3}Takeda,Takeda,tosan,0,lord_tk5_448,takeda,lord_tk5_448,takeda,lord_tk5_448,takeda,-,-,-,-,-,-
clan_takenaka_1,竹中,竹中,{=TAIKOU_clan_takenaka_1}Takenaka,Takenaka,tokai,0,lord_tk5_455,saitoo,lord_tk5_455,saitoo,-,-,-,-,-,-,-,-
clan_takigawa_1,泷川,泷川,{=TAIKOU_clan_takigawa_1}Takigawa,Takigawa,kinai,0,-,-,-,-,lord_tk5_442,oda,-,-,-,-,-,-
clan_tanaka_1,田中,田中,{=TAIKOU_clan_tanaka_1}Tanaka,Tanaka,neutral_culture,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_468,tanaka
clan_tanegashima_1,种子岛,种子岛,{=TAIKOU_clan_tanegashima_1}Tanegashima,Tanegashima,saikai,0,lord_tk5_470,shimazu,lord_tk5_470,shimazu,lord_tk5_470,shimazu,lord_tk5_470,shimazu,-,-,-,-
clan_tarou_1,多罗尾,多罗尾,{=TAIKOU_clan_tarou_1}Tarou,Tarou,neutral_culture,0,lord_tk5_473,org_ninja_kouka,lord_tk5_473,org_ninja_kouka,lord_tk5_473,org_ninja_kouka,lord_tk5_473,org_ninja_kouka,lord_tk5_473,org_ninja_kouka,-,-
clan_todo_1,藤堂,藤堂,{=TAIKOU_clan_todo_1}Todo,Todo,saikai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_499,todo
clan_togawa_1,户川,户川,{=TAIKOU_clan_togawa_1}Togawa,Togawa,sanyo,0,lord_tk5_502,uragami,lord_tk5_502,uragami,lord_tk5_502,uragami,lord_tk5_502,uragami,lord_tk5_502,ukita,-,-
clan_tokugawa_1,德川,德川,{=TAIKOU_clan_tokugawa_1}Tokugawa,Tokugawa,tokai,0,lord_tk5_506,imagawa,lord_tk5_506,imagawa,lord_tk5_506,tokugawa,lord_tk5_506,tokugawa,lord_tk5_506,tokugawa,lord_tk5_506,tokugawa
clan_tokugawa_2,德川,德川,{=TAIKOU_clan_tokugawa_2}Tokugawa,Tokugawa,tokai,0,-,-,-,-,-,-,lord_tk5_507,tokugawa,-,-,lord_tk5_508,tokugawa
clan_tomita_1,富田,富田,{=TAIKOU_clan_tomita_1}Tomita,Tomita,hokuriku,0,lord_tk5_510,asakura,lord_tk5_510,asakura,lord_tk5_510,asakura,-,-,-,-,-,-
clan_tomono_1,友野,友野,{=TAIKOU_clan_tomono_1}Tomono,Tomono,neutral_culture,0,lord_tk5_576,org_merchant_tomonoya,lord_tk5_576,org_merchant_tomonoya,lord_tk5_576,org_merchant_tomonoya,-,-,-,-,-,-
clan_tsuda_1,津田,津田,{=TAIKOU_clan_tsuda_1}Tsuda,Tsuda,kinai,0,lord_tk5_418,org_merchant_tennoujiya,lord_tk5_418,org_merchant_tennoujiya,lord_tk5_418,org_merchant_tennoujiya,lord_tk5_418,org_merchant_tennoujiya,lord_tk5_418,org_merchant_tennoujiya,-,-
clan_tsuda_2,津田,津田,{=TAIKOU_clan_tsuda_2}Tsuda,Tsuda,kinai,0,lord_tk5_851,org_ninja_negoro,lord_tk5_851,org_ninja_negoro,-,-,-,-,-,-,-,-
clan_tsuda_3,津田,津田,{=TAIKOU_clan_tsuda_3}Tsuda,Tsuda,kinai,0,lord_tk5_849,org_merchant_tennoujiya,lord_tk5_849,org_merchant_tennoujiya,-,-,-,-,-,-,-,-
clan_tsugaru_1,津轻,津轻,{=TAIKOU_clan_tsugaru_1}Tsugaru,Tsugaru,ou,0,lord_tk5_488,nanbu,lord_tk5_488,nanbu,lord_tk5_488,nanbu,lord_tk5_488,nanbu,lord_tk5_488,nanbu,lord_tk5_488,tsugaru
clan_tsutsui_1,筒井,筒井,{=TAIKOU_clan_tsutsui_1}Tsutsui,Tsutsui,kinai,0,lord_tk5_493,tsutsui,lord_tk5_493,tsutsui,lord_tk5_493,tsutsui,lord_tk5_493,tsutsui,lord_tk5_493,oda,-,-
clan_tsutsui_2,筒井,筒井,{=TAIKOU_clan_tsutsui_2}Tsutsui,Tsutsui,kinai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_492,tsutsui
clan_uesugi_1,上杉,上杉,{=TAIKOU_clan_uesugi_1}Uesugi,Uesugi,hokuriku,0,lord_tk5_119,uesugi,lord_tk5_119,uesugi,lord_tk5_119,uesugi,lord_tk5_119,uesugi,-,-,-,-
clan_uesugi_2,上杉,上杉,{=TAIKOU_clan_uesugi_2}Uesugi,Uesugi,hokuriku,0,lord_tk5_528,uesugi,-,-,-,-,-,-,lord_tk5_116,uesugi,lord_tk5_116,uesugi
clan_ujiie_1,氏家,氏家,{=TAIKOU_clan_ujiie_1}Ujiie,Ujiie,ou,0,lord_tk5_129,saitoo,-,-,-,-,-,-,-,-,-,-
clan_ujiie_2,氏家,氏家,{=TAIKOU_clan_ujiie_2}Ujiie,Ujiie,ou,0,lord_tk5_131,mogami,-,-,-,-,-,-,-,-,-,-
clan_ukita_1,宇喜多,宇喜多,{=TAIKOU_clan_ukita_1}Ukita,Ukita,sanyo,0,lord_tk5_124,uragami,lord_tk5_124,uragami,lord_tk5_124,uragami,lord_tk5_124,uragami,lord_tk5_125,ukita,lord_tk5_125,ukita
clan_ukita_2,宇喜多,宇喜多,{=TAIKOU_clan_ukita_2}Ukita,Ukita,sanyo,0,lord_tk5_123,uragami,lord_tk5_123,uragami,lord_tk5_123,uragami,lord_tk5_123,uragami,lord_tk5_123,ukita,-,-
clan_uku_1,宇久,宇久,{=TAIKOU_clan_uku_1}Uku,Uku,neutral_culture,0,lord_tk5_126,org_pirate_gotousuigun,lord_tk5_126,org_pirate_gotousuigun,lord_tk5_126,org_pirate_gotousuigun,lord_tk5_126,org_pirate_gotousuigun,-,-,lord_tk5_857,org_pirate_gotousuigun
clan_uku_2,宇久,宇久,{=TAIKOU_clan_uku_2}Uku,Uku,neutral_culture,0,-,-,-,-,-,-,-,-,lord_tk5_127,org_pirate_gotousuigun,-,-
clan_uno_1,宇野,宇野,{=TAIKOU_clan_uno_1}Uno,Uno,neutral_culture,0,lord_tk5_111,org_merchant_toraya,lord_tk5_111,org_merchant_toraya,lord_tk5_111,org_merchant_toraya,lord_tk5_111,org_merchant_toraya,lord_tk5_111,org_merchant_toraya,-,-
clan_uragami_1,浦上,浦上,{=TAIKOU_clan_uragami_1}Uragami,Uragami,sanyo,0,lord_tk5_140,uragami,lord_tk5_140,uragami,lord_tk5_140,uragami,lord_tk5_140,uragami,-,-,-,-
clan_usami_1,宇佐美,宇佐美,{=TAIKOU_clan_usami_1}Usami,Usami,neutral_culture,0,lord_tk5_128,uesugi,lord_tk5_128,uesugi,-,-,-,-,-,-,-,-
clan_utono_1,鹈殿,鹈殿,{=TAIKOU_clan_utono_1}Utono,Utono,tosan,0,lord_tk5_138,imagawa,lord_tk5_138,imagawa,-,-,-,-,lord_tk5_137,tokugawa,-,-
clan_utsunomiya_1,宇都宫,宇都宫,{=TAIKOU_clan_utsunomiya_1}Utsunomiya,Utsunomiya,kanto,0,lord_tk5_136,utsunomiya,lord_tk5_136,utsunomiya,lord_tk5_136,utsunomiya,lord_tk5_136,utsunomiya,lord_tk5_135,utsunomiya,-,-
clan_wada_1,和田,和田,{=TAIKOU_clan_wada_1}Wada,Wada,kinai,0,-,-,-,-,lord_tk5_796,oda,-,-,-,-,-,-
clan_wakabayashi_1,若林,若林,{=TAIKOU_clan_wakabayashi_1}Wakabayashi,Wakabayashi,neutral_culture,0,lord_tk5_792,org_pirate_bungosuigun,lord_tk5_792,org_pirate_bungosuigun,lord_tk5_792,org_pirate_bungosuigun,lord_tk5_792,org_pirate_bungosuigun,lord_tk5_792,org_pirate_bungosuigun,-,-
clan_yamamoto_1,山本,山本,{=TAIKOU_clan_yamamoto_1}Yamamoto,Yamamoto,nankai,0,lord_tk5_761,takeda,lord_tk5_761,takeda,-,-,-,-,-,-,-,-
clan_yamana_1,山名,山名,{=TAIKOU_clan_yamana_1}Yamana,Yamana,kinai,0,lord_tk5_758,yamana,lord_tk5_758,yamana,lord_tk5_758,yamana,lord_tk5_758,yamana,-,-,-,-
clan_yamanaka_1,山中,山中,{=TAIKOU_clan_yamanaka_1}Yamanaka,Yamanaka,sanyo,0,lord_tk5_756,amago,lord_tk5_756,amago,-,-,-,-,-,-,-,-
clan_yamauchi_1,山内,山内,{=TAIKOU_clan_yamauchi_1}Yamauchi,Yamauchi,tokai,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_760,yamauchi
clan_yanada_1,梁田,梁田,{=TAIKOU_clan_yanada_1}Yanada,Yanada,neutral_culture,0,lord_tk5_782,org_merchant_yanadaya,lord_tk5_782,org_merchant_yanadaya,lord_tk5_782,org_merchant_yanadaya,lord_tk5_782,org_merchant_yanadaya,lord_tk5_782,org_merchant_yanadaya,lord_tk5_782,org_merchant_yanadaya
clan_yanagihara_1,柳原,柳原,{=TAIKOU_clan_yanagihara_1}Yanagihara,Yanagihara,neutral_culture,0,lord_tk5_749,org_ninja_kurohabaki,lord_tk5_749,org_ninja_kurohabaki,lord_tk5_749,org_ninja_kurohabaki,lord_tk5_749,org_ninja_kurohabaki,lord_tk5_749,org_ninja_kurohabaki,lord_tk5_749,org_ninja_kurohabaki
clan_yodoya_1,淀屋,淀屋,{=TAIKOU_clan_yodoya_1}Yodoya,Yodoya,neutral_culture,0,-,-,-,-,-,-,-,-,lord_tk5_781,org_merchant_denya,lord_tk5_781,org_merchant_denya
clan_yuki_1,结城,结城,{=TAIKOU_clan_yuki_1}Yuki,Yuki,kanto,0,lord_tk5_765,yuki,-,-,-,-,-,-,-,-,-,-
clan_yuki_2,结城,结城,{=TAIKOU_clan_yuki_2}Yuki,Yuki,kanto,0,-,-,lord_tk5_763,yuki,lord_tk5_763,yuki,lord_tk5_763,yuki,lord_tk5_763,yuki,-,-
clan_yuki_3,结城,结城,{=TAIKOU_clan_yuki_3}Yuki,Yuki,kanto,0,-,-,-,-,-,-,-,-,-,-,lord_tk5_764,yuki
