StringId	LocalizationId	EnglishName	ChineseName	Faction	Culture
lord_1_didoji	f3MMiYMN	Daidoji Masashige	大道寺 政繁	Faction.clan_didoji_1	Culture.kanto
lord_1_didoji_1	HxDyc3ql	Daidoji Shino	志乃	Faction.clan_didoji_1	Culture.kanto
lord_1_didoji_2	nDpdaTzx	Daidoji Naohide	大道寺 直英	Faction.clan_didoji_1	Culture.kanto
lord_1_didoji_3	Id4pOfky	Daidoji Naoshige	大道寺 直繁	Faction.clan_didoji_1	Culture.kanto
lord_1_narita	SwQ02lSF	Narita Ujinaga	成田 氏长	Faction.clan_narita_1	Culture.kanto
lord_1_narita_1	Vm16qd8L	Narita Araragi	阿兰	Faction.clan_narita_1	Culture.kanto
lord_1_narita_2	78h2ApYu	Narita Nagayasu	成田 长泰	Faction.clan_narita_1	Culture.kanto
lord_1_narita_3	5Zj9vfbh	Narita Jisho-in	自性院	Faction.clan_narita_1	Culture.kanto
dead_lord_1_narita_4	dP4NuLXZ	Narita Chikayasu	成田 亲泰	Faction.clan_narita_1	Culture.kanto
dead_lord_1_narita_5	PiGMjXxP	Narita Myoko-in	妙高院	Faction.clan_narita_1	Culture.kanto
lord_1_narita_6	QWiufJBx	Narita Kai	甲斐姬	Faction.clan_narita_1	Culture.kanto
lord_1_narita_7	z0hkNFGC	Narita Yasuchika	成田 泰亲	Faction.clan_narita_1	Culture.kanto
lord_1_narita_8	l0dKAD1a	Narita Futaba	双叶	Faction.clan_narita_1	Culture.kanto
lord_1_narita_9	HyfCYlLK	Narita Yasusue	成田 泰季	Faction.clan_narita_1	Culture.kanto
lord_1_narita_10	wAcogWf3	Narita Tomi	阿富	Faction.clan_narita_1	Culture.kanto
lord_1_narita_11	fLSGAgYC	Narita Nagachika	成田 长亲	Faction.clan_narita_1	Culture.kanto
lord_1_narita_12	qjnRwQly	Narita Mari	麻里	Faction.clan_narita_1	Culture.kanto
lord_1_chiba	KrY4IEpg	Chiba Tanetomi	千叶 胤富	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_1	WYTqPJNj	Chiba Hagi	阿萩	Faction.clan_chiba_1	Culture.kanto
dead_lord_1_chiba_2	RUVHqSha	Chiba Masatane	千叶 昌胤	Faction.clan_chiba_1	Culture.kanto
dead_lord_1_chiba_3	zsUPpaIN	Chiba Seikyo-in	誓教院	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_4	BSQ982ou	Chiba Yoshitane	千叶 良胤	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_5	lHQ3t4SP	Chiba Kunitane	千叶 邦胤	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_6	jdtXL2lm	Chiba Tanehide	千叶 胤秀	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_7	WYTqPJNj	Chiba Hagi	阿萩	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_8	RUVHqSha	Chiba Masatane	千叶 昌胤	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_9	r8PNf9r5	Chiba Tanenaka	千叶 胤长	Faction.clan_chiba_1	Culture.kanto
lord_1_chiba_10	L4V95dkR	Chiba Tanetoki	千叶 胤时	Faction.clan_chiba_1	Culture.kanto
lord_2_oda	N0wdIy1B	Oda Ujiharu	小田 氏治	Faction.clan_oda_2	Culture.kanto
lord_2_oda_1	vC6z8WVM	Oda Hazuki	叶月	Faction.clan_oda_2	Culture.kanto
dead_lord_2_oda_2	oBXKUC02	Oda Masaharu	小田 政治	Faction.clan_oda_2	Culture.kanto
dead_lord_2_oda_3	lIMwYkmk	Oda Keimyo-in	轻妙院	Faction.clan_oda_2	Culture.kanto
lord_2_oda_4	73thINiW	Oda Tomoharu	小田 友治	Faction.clan_oda_2	Culture.kanto
lord_2_oda_5	40uzrYwA	Oda Moriharu	小田 守治	Faction.clan_oda_2	Culture.kanto
lord_2_oda_6	KDNrkROu	Oda Koma	阿驹	Faction.clan_oda_2	Culture.kanto
lord_2_oda_7	73thINiW	Oda Tomoharu	小田 友治	Faction.clan_oda_2	Culture.kanto
lord_2_oda_8	QYDzg3jA	Oda Riku	阿陆	Faction.clan_oda_2	Culture.kanto
lord_2_oda_9	73thINiW	Oda Tomoharu	小田 友治	Faction.clan_oda_2	Culture.kanto
lord_1_kogakubo	tCf4lIPu	Koga-Kubo Yoshiuji	足利 义氏	Faction.clan_kogakubo_1	Culture.kanto
lord_1_kogakubo_1	NxaysxUC	Koga-Kubo Jyoko-in	定光院	Faction.clan_kogakubo_1	Culture.kanto
dead_lord_1_kogakubo_2	O06DIhu2	Koga-Kubo Haruuji	足利 晴氏	Faction.clan_kogakubo_1	Culture.kanto
dead_lord_1_kogakubo_3	xKCKGPUy	Koga-Kubo Hoshun-in	芳春院	Faction.clan_kogakubo_1	Culture.kanto
lord_1_kogakubo_4	9zqTKcqA	Koga-Kubo Fujimasa	足利 藤政	Faction.clan_kogakubo_1	Culture.kanto
lord_1_kogakubo_5	2cUjpzfQ	Koga-Kubo Teruuji	足利 辉氏	Faction.clan_kogakubo_1	Culture.kanto
lord_1_kogakubo_6	8doVlvNw	Koga-Kubo Iekuni	足利 家国	Faction.clan_kogakubo_1	Culture.kanto
lord_1_kogakubo_7	olSVCZmf	Koga-Kubo Sato	佐渡	Faction.clan_kogakubo_1	Culture.kanto
lord_1_sano	7JhWt0Cr	Sano Masatuna	佐野 昌纲	Faction.clan_sano_1	Culture.kanto
lord_1_sano_1	OjtJRVA8	Sano Moto	阿元	Faction.clan_sano_1	Culture.kanto
dead_lord_1_sano_2	DkDMVX0S	Sano Yasutsuna	佐野 泰纲	Faction.clan_sano_1	Culture.kanto
dead_lord_1_sano_3	aVzIfT5b	Sano Kousen-in	向泉院	Faction.clan_sano_1	Culture.kanto
lord_1_sano_4	jTPsXTQs	Sano Munetsuna	佐野 宗纲	Faction.clan_sano_1	Culture.kanto
lord_1_sano_5	CimHJY3v	Sano Chikatsuna	桐生 亲纲	Faction.clan_sano_1	Culture.kanto
dead_lord_1_sano_6	HxOIq1UO	Sano Toyotsuna	佐野 丰纲	Faction.clan_sano_1	Culture.kanto
lord_1_sano_7	TtRVEzF9	Sano Jyomei-in	舒明院	Faction.clan_sano_1	Culture.kanto
lord_1_sano_8	OjNzZ4z7	Sano Fusatsuna	佐野 房纲	Faction.clan_sano_1	Culture.kanto
lord_1_yuki	peuTgDWX	Yuki Harutomo	结城 晴朝	Faction.clan_yuki_1	Culture.kanto
lord_1_yuki_1	2axdqLeU	Yuki Shoko	翔子	Faction.clan_yuki_1	Culture.kanto
lord_1_yuki_2	l7gGIVfb	Yuki Teruko	照子	Faction.clan_yuki_1	Culture.kanto
lord_1_yuki_3	KaW2u7Wt	Yuki Tsuruko	鹤子	Faction.clan_yuki_1	Culture.kanto
lord_1_yuki_4	3dRiCHIH	Yuki Kuniko	国子	Faction.clan_yuki_1	Culture.kanto
lord_1_satomi	WNXdlC6n	Satomi Yoshihiro	里见 义弘	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_1	mF93OB0Z	Satomi Maki	万喜	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_2	Vjv0jhtU	Satomi Yoshitaka	里见 义尧	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_3	6pWBEhfi	Satomi Saka	阿坂	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_4	1VsYAGf0	Satomi Takamoto	里见 尧元	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_5	Sl8tIOAe	Satomi Tame	多米	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_6	ZOyxIYLt	Satomi Takatsugu	里见 尧次	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_7	RZW4u1bw	Satomi Kuni	阿国	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_8	BijTmjLN	Satomi Yoshimasa	里见 义政	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_9	mSLw5dla	Satomi Hisa	阿久	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_10	ojHJapKr	Satomi Yoshiyori	里见 义赖	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_11	XsI6P4Lw	Satomi Hama	小浜	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_12	Ae4oJ078	Satomi Tane	多祢	Faction.clan_satomi_1	Culture.kanto
lord_1_satomi_13	BLEI9odB	Satomi Toyo	阿丰	Faction.clan_satomi_1	Culture.kanto
lord_1_masaki	3u6MPLG6	Masaki Noritoki	正木 宪时	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_1	wTQEOpa7	Masaki Kaname	金目	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_2	eCgQgJ32	Masaki Tokitada	正木 时忠	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_3	AWwPQ7GP	Masaki Kine	阿甲	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_4	r9bbr3VW	Masaki Tokimichi	正木 时通	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_5	NClTemsw	Masaki Chie	千枝	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_6	y968PY0G	Masaki Tokinari	正木 宪时	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_7	10oV0mMQ	Masaki Saki	阿咲	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_8	jysbc6Uf	Masaki Tokikatsu	正木 时胜	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_9	FxCpKg3G	Masaki Fusa	阿房	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_10	MHd8ZnPH	Masaki Tokihide	正木 时秀	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_11	P3Qi7ksg	Masaki Yoritoki	正木 赖时	Faction.clan_masaki_1	Culture.kanto
lord_1_masaki_12	UkMRMuYI	Masaki Tokitomi	正木 时富	Faction.clan_masaki_1	Culture.kanto
lord_2_sakai	EnNxr4sS	Sakai Taneharu	酒井 胤治	Faction.clan_sakai_2	Culture.kanto
lord_2_sakai_1	L3rcTXEN	Sakai Keirin-ni	庆林尼	Faction.clan_sakai_2	Culture.kanto
lord_2_sakai_2	JgzJTQRD	Sakai Yasuharu	酒井 康治	Faction.clan_sakai_2	Culture.kanto
lord_1_utsunomiya	4UF3c1YO	Utsunomiya Hirotsuna	宇都宫 广纲	Faction.clan_utsunomiya_1	Culture.kanto
lord_1_utsunomiya_1	k8YjNpOk	Utsunomiya Nanryo-in	南吕院	Faction.clan_utsunomiya_1	Culture.kanto
lord_1_utsunomiya_2	YMsdSa5O	Utsunomiya Kunitsuna	宇都宫 国纲	Faction.clan_utsunomiya_1	Culture.kanto
lord_1_haga	gwB9W7mm	Haga Takasada	芳贺 高定	Faction.clan_haga_1	Culture.kanto
lord_1_haga_1	J0VnbU4a	Haga Tama	阿玉	Faction.clan_haga_1	Culture.kanto
lord_1_haga_2	0xmB7XJS	Haga Takakage	芳贺 高景	Faction.clan_haga_1	Culture.kanto
lord_1_haga_3	l2brrFCq	Haga Chiyo	千代	Faction.clan_haga_1	Culture.kanto
lord_1_haga_4	WO5zvxR8	Haga Takatsugu	芳贺 高继	Faction.clan_haga_1	Culture.kanto
lord_1_haga_5	tGEgf2XE	Haga Miki	见喜	Faction.clan_haga_1	Culture.kanto
lord_1_kasama	7vqf8p1x	Kasama Mikitsuna	笠间 干纲	Faction.clan_kasama_1	Culture.kanto
lord_1_kasama_1	B55gNGt8	Kasama Sue	阿末	Faction.clan_kasama_1	Culture.kanto
lord_1_kasama_2	GhX1cQFn	Kasama Tsunaie	笠间 纲家	Faction.clan_kasama_1	Culture.kanto
lord_1_kasama_3	u6pL0K8t	Kasama Kiku	阿菊	Faction.clan_kasama_1	Culture.kanto
lord_1_kasama_4	qs5YLGCM	Kasama Sakon	佐今	Faction.clan_kasama_1	Culture.kanto
lord_1_satake	IpGWXGXO	Satake Yoshishige	佐竹 义重	Faction.clan_satake_1	Culture.kanto
lord_1_satake_1	lTEN0uBO	Satake Hoju-in	宝寿院	Faction.clan_satake_1	Culture.kanto
dead_lord_1_satake_2	lEBzZaFW	Satake Yoshiaki	佐竹 义昭	Faction.clan_satake_1	Culture.kanto
dead_lord_1_satake_3	cyPZnisM	Satake Kotoku-in	高德院	Faction.clan_satake_1	Culture.kanto
lord_1_satake_4	cS0BYmEj	Satake Yoshihisa	佐竹 义久	Faction.clan_satake_1	Culture.kanto
lord_1_satake_5	O91iIET8	Satake Akane	阿茜	Faction.clan_satake_1	Culture.kanto
lord_1_satake_6	TO3KcPYq	Satake Yoshitane	佐竹 义胤	Faction.clan_satake_1	Culture.kanto
lord_1_satake_7	di3hvLje	Satake Yoshitsuna	佐竹 义斯	Faction.clan_satake_1	Culture.kanto
lord_1_satake_8	RlQJPV7D	Satake Chitose	千岁	Faction.clan_satake_1	Culture.kanto
lord_1_edo	f5XYXxSk	Edo Michimasa	江户 通政	Faction.clan_edo_1	Culture.kanto
lord_1_edo_1	tLFdyt4x	Edo Seisho-in	誓昌院	Faction.clan_edo_1	Culture.kanto
lord_1_edo_2	isJ2mg9v	Edo Shigemichi	江户 重通	Faction.clan_edo_1	Culture.kanto
lord_1_daijo	pRzOVEbH	Daijo Sadakuni	大掾 真国	Faction.clan_daijo_1	Culture.kanto
lord_1_daijo_1	iK6pKdiD	Daijo Fumi	阿文	Faction.clan_daijo_1	Culture.kanto
dead_lord_1_daijo_2	JrCw7IOL	Daijo Yoshimoto	大掾 良干	Faction.clan_daijo_1	Culture.kanto
dead_lord_1_daijo_3	ad2F8T2d	Daijo Rensho-in	莲昌院	Faction.clan_daijo_1	Culture.kanto
lord_1_daijo_4	mWRFq0Y2	Daijo Tuneharu	大掾 常春	Faction.clan_daijo_1	Culture.kanto
lord_1_daijo_5	RHgM2Jbk	Daijo Hana	花子	Faction.clan_daijo_1	Culture.kanto
lord_1_kashima	fFzatPZB	Kashima Ujimiki	鹿岛 氏干	Faction.clan_kashima_1	Culture.kanto
dead_lord_1_kashima_1	P0Rdtbsk	Kashima Harutoki	鹿岛 治时	Faction.clan_kashima_1	Culture.kanto
dead_lord_1_kashima_2	lK0BVLKk	Kashima Myoke-in	名家院	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_3	e3yhg6Dv	Kashima Yoshikiyo	鹿岛 义清	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_4	wOWbGCUg	Kashima Nami	奈美	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_5	Nc8F0LEf	Kashima Sadanobu	鹿岛 贞信	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_6	xuJSkGe4	Kashima Chiku	知久	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_7	wGuR0ntw	Kashima Kiyohide	鹿岛 清秀	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_8	aYVxNbSo	Kashima Sai	佐井	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_9	g1hC3I76	Kashima Michiharu	鹿岛 通晴	Faction.clan_kashima_1	Culture.kanto
lord_1_kashima_10	iqtWNEZR	Kashima Sae	佐江	Faction.clan_kashima_1	Culture.kanto
lord_1_nasu	oRMj5Dw4	Nasu Suketane	那须 资胤	Faction.clan_nasu_1	Culture.kanto
lord_1_nasu_1	Niu6EEIX	Nasu Toyo	阿丰	Faction.clan_nasu_1	Culture.kanto
lord_1_nasu_2	BiJQ3gwj	Nasu Sukeharu	那须 资晴	Faction.clan_nasu_1	Culture.kanto
lord_1_nasu_3	vgzjShtW	Nasu Masa	真砂	Faction.clan_nasu_1	Culture.kanto
lord_1_akamatsu	kLlP5rni	Akamatsu Yoshisuke	赤松 义祐	Faction.clan_akamatsu_1	Culture.kinai
lord_1_akamatsu_1	tUcpDeTS	Akamatsu Azami	浅见	Faction.clan_akamatsu_1	Culture.kinai
lord_1_akamatsu_2	nR1sGRoK	Akamatsu Norifusa	赤松 则房	Faction.clan_akamatsu_1	Culture.kinai
lord_1_kodera	pRDHDfAf	Kodera Masamoto	小寺 政职	Faction.clan_kodera_1	Culture.kinai
lord_1_kodera_1	YrKWMZru	Kodera Kame	阿龟	Faction.clan_kodera_1	Culture.kinai
lord_1_kodera_2	AptV40KY	Kodera Norimoto	小寺 则职	Faction.clan_kodera_1	Culture.kinai
lord_1_kodera_3	awh97eY4	Kodera Beni	阿红	Faction.clan_kodera_1	Culture.kinai
lord_1_kodera_4	qaSYtI7f	Kodera Ujimoto	小寺 氏职	Faction.clan_kodera_1	Culture.kinai
lord_1_kodera_5	964hRB7s	Kodera Kasuga	春日	Faction.clan_kodera_1	Culture.kinai
lord_1_kuroda	uq93RE5H	Kuroda Yoshitaka	黑田 孝高	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_1	zFfxKok8	Kuroda Mitsu	阿光	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_2	q2wWaf6n	Kuroda Mototaka	黑田 职隆	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_3	vpp0X2di	Kuroda Masu	万寿	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_4	nbMsupjp	Kuroda Nagamasa	黑田 长政	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_5	WBljkXLV	Kuroda Toshitaka	黑田 利高	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_6	tPBBMN4Z	Kuroda Toshinori	黑田 利则	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_7	qgu18aBw	Kuroda Naoyuki	黑田 直之	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_8	jqDkyoQZ	Kuroda Kayo	加世	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_9	Oew1Bf9P	Kuroda Kine	阿甲	Faction.clan_kuroda_1	Culture.kinai
lord_1_kuroda_10	FZ1Eq6lh	Kuroda Fuku	阿福	Faction.clan_kuroda_1	Culture.kinai
lord_1_bessho	So1hDGim	Bessho Yasuharu	別所 安治	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_1	vbW4lVBo	Bessho Azuma	阿万	Faction.clan_bessho_1	Culture.kinai
dead_lord_1_bessho_2	apqhx41m	Bessho Nariharu	别所 就治	Faction.clan_bessho_1	Culture.kinai
dead_lord_1_bessho_3	dO3CawFk	Bessho Nanzen-in	南禅院	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_4	Brly3Pam	Bessho Nagaharu	别所 长治	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_5	VYrrxnX9	Bessho Tomoyuki	别所 友之	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_6	19IdACYb	Bessho Harusada	别所 治定	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_7	gzC7F4fo	Bessho Yoshichika	别所 吉亲	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_8	PVVSjRbo	Bessho Kashi	阿柏	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_9	qRHfzyUs	Bessho Shigemune	别所 重宗	Faction.clan_bessho_1	Culture.kinai
lord_1_bessho_10	MYV9KYo1	Bessho Seri	小芹	Faction.clan_bessho_1	Culture.kinai
lord_1_matsunaga	pyD59qMo	Matsunaga Hisahide	松永 久秀	Faction.clan_matsunaga_1	Culture.kinai
lord_1_matsunaga_1	pvqqQutQ	Matsunaga Kasumi	小霞	Faction.clan_matsunaga_1	Culture.kinai
lord_1_matsunaga_2	0VHC3xFH	Matsunaga Hisamichi	松永 久通	Faction.clan_matsunaga_1	Culture.kinai
lord_1_matsunaga_3	Boxu3rYM	Matsunaga Wakaba	若叶	Faction.clan_matsunaga_1	Culture.kinai
lord_1_tsutsui	Xe63ilYA	Tsutsui Junkei	筒井 顺庆	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_1	sTM8QM4l	Tsutsui Taka	多贺	Faction.clan_tsutsui_1	Culture.kinai
dead_lord_1_tsutsui_2	us2k9KPi	Tsutsui Junkou	筒井 顺兴	Faction.clan_tsutsui_1	Culture.kinai
dead_lord_1_tsutsui_3	L3NzXFr3	Tsutsui Saya	佐谷	Faction.clan_tsutsui_1	Culture.kinai
dead_lord_1_tsutsui_4	pnoyota2	Tsutsui Junsho	筒井 顺昭	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_5	v8k486Cv	Tsutsui Okata	小方	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_6	kZUzygaP	Tsutsui Junkoku	筒井 顺国	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_7	D6cW9BRv	Tsutsui Koharu	小春	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_8	vwBchbKt	Tsutsui Sadatsugu	筒井 定次	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_9	YP2fV2hW	Tsutsui Toshihiro	筒井 顺弘	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_10	pAupiXnj	Tsutsui Tai	碓井	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_11	z8vSvDSj	Tsutsui Junsai	筒井 顺斋	Faction.clan_tsutsui_1	Culture.kinai
lord_1_tsutsui_12	bPdxO4MG	Tsutsui Hiroyuki	筒井 广之	Faction.clan_tsutsui_1	Culture.kinai
lord_1_atagi	3Cbdw30u	Atagi Nobuyasu	安宅 信康	Faction.clan_atagi_1	Culture.kinai
lord_1_atagi_1	QZU9vMWY	Atagi Sawa	佐和	Faction.clan_atagi_1	Culture.kinai
dead_lord_1_atagi_2	M8CaIjW3	Atagi Fuyuyasu	安宅 冬康	Faction.clan_atagi_1	Culture.kinai
lord_1_atagi_3	pDYIBBAa	Atagi Keiten-in	敬天院	Faction.clan_atagi_1	Culture.kinai
lord_1_atagi_4	DakzCL2f	Atagi Kiyoyasu	安宅 清康	Faction.clan_atagi_1	Culture.kinai
lord_1_ashikaga	Iqa3v7D1	Ashikaga Yoshiaki	足利 义昭	Faction.clan_ashikaga_1	Culture.kinai
lord_1_ashikaga_1	Cxfk22gK	Ashikaga Sako	佐古	Faction.clan_ashikaga_1	Culture.kinai
dead_lord_1_ashikaga_2	FlzkbFch	Ashikaga Yoshiharu	足利 义晴	Faction.clan_ashikaga_1	Culture.kinai
dead_lord_1_ashikaga_3	o05gJRtq	Ashikaga Keijyu-in	庆寿院	Faction.clan_ashikaga_1	Culture.kinai
dead_lord_1_ashikaga_4	lhA4QmHy	Ashikaga Yoshiteru	足利 义辉	Faction.clan_ashikaga_1	Culture.kinai
dead_lord_1_ashikaga_5	hsD5bJui	Ashikaga Daiyou-in	大阳院	Faction.clan_ashikaga_1	Culture.kinai
lord_1_ashikaga_6	dKcLiTvb	Ashikaga Yoshihide	足利 义荣	Faction.clan_ashikaga_1	Culture.kinai
lord_1_hosokawa	DavzUQup	Hosokawa Fujitaka	细川 藤孝	Faction.clan_hosokawa_1	Culture.kinai
lord_1_hosokawa_1	EmiPhqA0	Hosokawa Jyako	麝香	Faction.clan_hosokawa_1	Culture.kinai
lord_1_hosokawa_2	HQiKv4QF	Hosokawa Tadaoki	细川 忠兴	Faction.clan_hosokawa_1	Culture.kinai
lord_1_hosokawa_3	DtWZ2i3N	Hosokawa Okimoto	细川 兴元	Faction.clan_hosokawa_1	Culture.kinai
lord_1_hosokawa_4	iYqL2Vy6	Hosokawa Sen	阿千	Faction.clan_hosokawa_1	Culture.kinai
lord_1_hosokawa_5	7oUfZNuF	Hosokawa Iya	井谷	Faction.clan_hosokawa_1	Culture.kinai
lord_1_issiki	CHalr5aK	Issiki Yoshimichi	一色 义道	Faction.clan_issiki_1	Culture.kinai
lord_1_issiki_1	ruz4z36n	Issiki Tunako	纲子	Faction.clan_issiki_1	Culture.kinai
dead_lord_1_issiki_2	CzufOZcO	Issiki Yoshiyuki	一色 义幸	Faction.clan_issiki_1	Culture.kinai
dead_lord_1_issiki_3	RurSjEyY	Issiki Keitoku-In	景德院	Faction.clan_issiki_1	Culture.kinai
lord_1_issiki_4	K0rUvzyH	Issiki Yoshisada	一色 义定	Faction.clan_issiki_1	Culture.kinai
lord_1_issiki_5	Ez9wouSk	Issiki Yoshikiyo	一色 义清	Faction.clan_issiki_1	Culture.kinai
lord_1_issiki_6	JD9quZid	Issiki Haruko	春子	Faction.clan_issiki_1	Culture.kinai
lord_1_yamana	oNEiBB2d	Yamana Suketoyo	山名 祐丰	Faction.clan_yamana_1	Culture.kinai
lord_1_yamana_1	kJXoV9Pb	Yamana Tomoko	友子	Faction.clan_yamana_1	Culture.kinai
dead_lord_1_yamana_2	NmILYBIw	Yamana Munetoyo	山名 致丰	Faction.clan_yamana_1	Culture.kinai
lord_1_yamana_3	nMjExeXI	Yamana Yoshichika	山名 义亲	Faction.clan_yamana_1	Culture.kinai
lord_1_yamana_4	QbkbZH6B	Yamana Akihiro	山名 尧熙	Faction.clan_yamana_1	Culture.kinai
lord_1_hatakeyama	vs49SDks	Hatakeyama Akitaka	畠山 秋高	Faction.clan_hatakeyama_1	Culture.kinai
dead_lord_1_hatakeyama_1	BeVxuHbe	Hatakeyama Masakuni	畠山 政国	Faction.clan_hatakeyama_1	Culture.kinai
dead_lord_1_hatakeyama_2	eHD3yI8F	Hatakeyama Seiko	势子	Faction.clan_hatakeyama_1	Culture.kinai
lord_1_hatakeyama_3	0TdWVoYC	Hatakeyama Takamasa	畠山 高政	Faction.clan_hatakeyama_1	Culture.kinai
lord_1_hatakeyama_4	9QUwXAo6	Hatakeyama Fusako	房子	Faction.clan_hatakeyama_1	Culture.kinai
lord_1_hatakeyama_5	kYtWhJo4	Hatakeyama Yuko	优子	Faction.clan_hatakeyama_1	Culture.kinai
lord_1_hatakeyama_6	ACqEvloB	Hatakeyama Masahisa	畠山 政尚	Faction.clan_hatakeyama_1	Culture.kinai
lord_1_yasumi	PbADW8O5	Yasumi Munefusa	安见 宗房	Faction.clan_yasumi_1	Culture.kinai
lord_1_yasumi_1	JrNemg5t	Yasumi Yata	矢多	Faction.clan_yasumi_1	Culture.kinai
lord_1_yasumi_2	iMqha8Z4	Yasumi Tomonaga	安见 友长	Faction.clan_yasumi_1	Culture.kinai
lord_1_yasumi_3	Rrbu472n	Yasumi Ukon	安见 右近	Faction.clan_yasumi_1	Culture.kinai
lord_1_yasumi_4	wCCzDL2D	Yasumi Chie	千枝	Faction.clan_yasumi_1	Culture.kinai
lord_1_yukawa	fcAG1QqW	Yukawa Naoharu	汤川 直春	Faction.clan_yukawa_1	Culture.kinai
lord_1_yukawa_1	3QhK8vOe	Yukawa Komatsu	小松	Faction.clan_yukawa_1	Culture.kinai
dead_lord_1_yukawa_2	WCJsiBsB	Yukawa Naomitsu	汤川 直光	Faction.clan_yukawa_1	Culture.kinai
dead_lord_1_yukawa_3	rCZzutl7	Yukawa Komyyo-in	光明院	Faction.clan_yukawa_1	Culture.kinai
lord_1_yukawa_4	QQ62CWn2	Yukawa Nobuharu	汤川 信春	Faction.clan_yukawa_1	Culture.kinai
lord_1_yukawa_5	Bqky19ae	Yukawa Hiroharu	汤川 广春	Faction.clan_yukawa_1	Culture.kinai
lord_1_yukawa_6	NbKeRcPM	Yukawa Harunobu	汤川 春信	Faction.clan_yukawa_1	Culture.kinai
lord_1_honganji	vVdUl9kZ	Honganji Ken'nyo	本愿寺 显如	Faction.clan_honganji_1	Culture.kinai
lord_1_honganji_1	uhGVlVcb	Honganji Nyosyun-ni	如春尼	Faction.clan_honganji_1	Culture.kinai
lord_1_honganji_2	ZHgHiq5g	Honganji Kyonyo	本愿寺 教如	Faction.clan_honganji_1	Culture.kinai
lord_1_honganji_3	dLk4Mfmb	Honganji Kenson	本愿寺 显尊	Faction.clan_honganji_1	Culture.kinai
lord_1_ganshoji	CGMTB5IR	Ganshoji Syoui	愿证寺 证意	Faction.clan_ganshoji_1	Culture.kinai
