settlement_id,name,zh,type,culture,complex,alley(小巷),arena(竞技场),center(中心),duel_location_id(决斗场),house_1(民居1),house_2(民居2),house_3(民居3),lordshall(领主大厅),port_location_id(港口),prison(地牢),retirement_retreat(退休地),tavern(酒馆),village_center(村庄中心)
village_KIN7_3,Shiozu,盐津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN1,Shiota Castle,盐田城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN1_1,Shisou,盐田,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KIN1_2,Iwa,岩村,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KIN2,Ikuno Castle,生野城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN2_1,Asago,朝来,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KIN2_2,Awaga,粟贺,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN3,Konosumiyama Castle,此隅山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN3_1,Yabu,养父,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KIN3_2,Kinosaki,木崎,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN4,Takebeyama Castle,建部山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN4_1,Miyazu,宫津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KIN4_2,Tanabe,田边,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN5,Gochaku Castle,御着城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN5_1,Oshio,大盐,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KIN5_2,Takasago,高砂,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KIN6,Miki Castle,三木城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN6_1,Miki,三木,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN6_2,Akashi,明石,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN7,Takiyama Castle,泷山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN7_1,Hyogo,兵库,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KIN7_2,Arima,有马,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KIN8,Akutagawasan Castle,芥川山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN8_1,Itami,伊丹,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN8_2,Tonda,富田,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN9,Kutsuki Castle,朽木城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN9_1,Nagahama,长浜,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KIN9_2,Kaizu,海津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN10,Sawayama Castle,佐和山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN10_1,Taga,多贺,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KIN10_2,Koura,河原,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN11,Shigisan Castle,信贵山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN11_1,Tomio,富雄,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN11_2,Heguri,平群,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN12,Takaya Castle,高屋城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN12_1,Kyuhouji,久宝寺,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN12_2,Tondabayashi,富田林,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN13,Kishiwada Castle,岸和田城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN13_1,Kaizuka,贝塚,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN13_2,Tannowa,淡轮,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KIN14,Sumoto Castle,洲本城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_k,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN14_1,Yura,由良,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KIN14_2,Fukura,福浦,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KIN15,Iwamuro Castle,岩室城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN15_1,Kada,加太,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN15_2,Kinominato,纪伊湊,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KIN16,Toya Castle,鸟屋城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN16_1,Yuasa,汤浅,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KIN16_2,Kii-Yura,纪伊由良,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KIN17,Toba Castle,鸟羽城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN17_1,Kuzaki,国崎,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KIN17_2,Ominato,大湊,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN18,Tsu Castle,津城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN18_1,Aritaki,有泷,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KIN18_2,Hosokumi,细汲,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KIN18_3,Anotsu,安浓津,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KIN19,Ueno Castle,伊贺上野城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN19_1,Nabari,名张,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KIN19_2,Tsuge,柘植,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN20,Hino Castle,日野城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN20_1,Minakuchi,水口,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN20_2,Otowa,音羽,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KIN21,Sakuma-Kameyama Castle,佐久间龟山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN21_1,Shirako,白子,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN21_2,Kusu,屈巢,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_KIN22,Nagashima Castle,长岛城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN22_1,Kuwana,桑名,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN22_2,Nakae,中江,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN23,Shoryuji Castle,胜龙寺城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN23_1,Oyamazaki,大山崎,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KIN23_2,Uji,宇治,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KIN24,Kii-Kameyama Castle,纪伊龟山城,castle,Culture.kinai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KIN24_1,Komatsubara,小松原,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KIN24_2,Gobo,御坊,village,Culture.kinai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KY1,Koyama,高山城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY1_1,Takasu,高须,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KY1_2,Aira,姶良,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY1_3,Kanoya,鹿屋,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
town_KY2,Uchi,内城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY2_1,Kawakami,川上,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KY2_2,Imuta,蔺牟田,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY2_3,Chiran,知览,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY3,Sadowara,佐土原城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY3_1,Miyazaki,宫崎,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
village_KY3_2,Kiwaki,木胁,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY3_3,Tsuma,妻万,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY4,Hitoyoshi,人吉城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_b,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY4_1,Okoba,大畑,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KY4_2,Kinoue,木上,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY4_3,Yamada,山田,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
town_KY5,Niujima,臼杵城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY5_1,Hikiji,引治,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
village_KY5_2,Isshakuya,一尺屋,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
town_KY6,Kiidani,城井谷城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY6_1,Honjo,本庄,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KY6_2,Hirotsu,广津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KY6_3,Urustu,湿津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
town_KY7,Yanagawa,柳川城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY7_1,Shiozuka,盐塚,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
village_KY7_2,Sarukaki,猿柿,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
village_KY7_3,Tachiarai,大刀洗,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY8,Kumamoto,隈本城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY8_1,Mifune,御船,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY8_2,Umeo,梅尾,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
village_KY8_3,Kikuchi,菊池,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY9,Tachibanayama,立花山城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_c,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY9_1,Mizuki,水城,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
village_KY9_2,Komono,菰野,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY10,Muranaka,佐嘉城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_b,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY10_1,Tokushima,德岛,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
village_KY10_2,Sarushi,佐留志,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
town_KY11,Hinoe,日野江城,town,Culture.saikai,LocationComplexTemplate.town_complex,,sho_arena_b,sho_town_a,,empire_house_d_interior_house,empire_house_d_interior_house,empire_house_d_interior_house,sho_keep_scene,,sho_prison_b,,sho_tavern_a,
village_KY11_1,Kuchinotsu,口之津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
village_KY11_2,Koujiro,神代,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
village_KY11_3,Hamano,浜町,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY1,Tomita Castle,富田城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY1_1,Nejime,根占,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KY1_2,Noma,野间,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY2,Shibushi Castle,志布志城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY2_1,Shibushitsu,志布志,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KY2_2,Anraku,安乐,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY3,Kasedaga Castle,加濑田城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY3_1,Tarumizu,垂水,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KY3_2,Nogata,野方,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KY4,Miyakono Castle,都之城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY4_1,Umekita,梅北,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KY4_2,Takarabe,财部,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY5,Kajiki Castle,加治木城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY5_1,Kamou,蒲生,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY5_2,Hiramatsu,平松,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY6,Izaku Castle,伊作城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY6_1,Tajiri,田尻,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KY6_2,Bonotsu,坊津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY7,Ei Castle,颖娃城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY7_1,Yamagawa,山川,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KY7_2,Ibusuki,指宿,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KY8,Iino Castle,饭野城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY8_1,Ikejima,池岛,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY8_2,Shiratori,白鸟,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY9,Ichiuji Castle,一宇治城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY9_1,Kushikino,串木野,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KY9_2,Fujikawa,藤川,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY10,Izumi Castle,出水城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY10_1,Akune,阿久根,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_village_KY10_2,Dozaki,堂崎,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY11,Obi Castle,沃肥城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY11_1,Sakatani,酒谷,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY11_2,Aburanotsu,油津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY12,Kiyotake Castle,清武城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY12_1,Kagamizu,镜洲,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY12_2,Soi,曾井,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY13,Aya Castle,绫城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY13_1,Nojiri,野尻,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_village_KY13_2,Minou,三纳,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KY14,Kadogawa Castle,门川城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY14_1,Shiomi,盐见,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY14_2,Agata,阿形,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY15,Nabe Castle,锅城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_c,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY15_1,Kume,久米,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY15_2,Taragi,盐见,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY16,Okuchi Castle,大口城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_h,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY16_1,Hatsuki,羽月,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY16_2,Ushikusoin,牛屎院,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY17,Furufumoto Castle,古麓城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY17_1,Tokubuchitsu,德渊津,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_a
castle_village_KY17_2,Sashiki,佐敷,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY18,Tsurusaki Castle,鹤崎城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_e,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY18_1,Terajihama,寺司浜,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY18_2,Senzai,千岁,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_d
castle_KY19,Oka Castle,冈城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY19_1,Fujikita,藤北,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY19_2,Ichimada,一万田,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY20,Kitsuki Castle,杵筑城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_d,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY20_1,Nata,奈多,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY20_2,Takada,高田,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_c
castle_KY21,Takaidake Castle,高井岳城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_i,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY21_1,Sakamoto,坂本,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_village_KY21_2,Ishimatsu,石松,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY22,Yamashita Castle,山下城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY22_1,Mizoguchi,沟口,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY22_2,Yabe,矢部,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_KY23,Tamaoka Castle,玉冈城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_b,,,,,sho_keep_scene,,sho_prison_b,,,
castle_village_KY23_1,Maki,牧村,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_b
castle_village_KY23_2,Takaba,竹迫,village,Culture.saikai,LocationComplexTemplate.village_complex,,,,,,,,,,,,,sho_village_e
castle_KY24,Kawaradake Castle,香春岳城,castle,Culture.saikai,LocationComplexTemplate.castle_complex,,,sho_castle_map_j,,,,,sho_keep_scene,,sho_prison_b,,,
