bone,parent,head_x,head_y,head_z,tail_x,tail_y,tail_z,length,local_x,local_y,local_z
vcloth_joint_gambesonlong03_waist_geo_38,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.067913,0.109351,0.910274,0.095931,0.316709,0.935562,0.210765,6.791285,91.027397,-10.935141
vcloth_joint_gambesonlong03_waist_geo_39,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.130865,0.086952,0.905078,0.228105,0.271770,0.933515,0.210765,13.086514,90.507767,-8.695227
vcloth_joint_gambesonlong03_waist_geo_40,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.183533,0.041255,0.894303,0.359464,0.149454,0.936293,0.210765,18.353277,89.430305,-4.125492
vcloth_joint_gambesonlong03_waist_geo_41,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.215435,-0.024749,0.872181,0.414983,0.021738,0.921591,0.210765,21.543507,87.218124,2.474915
vcloth_joint_gambesonlong03_waist_geo_42,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.203033,-0.072226,0.883452,0.408002,-0.095091,0.926888,0.210765,20.303288,88.345154,7.222610
vcloth_joint_gambesonlong03_waist_geo_43,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.220625,-0.031370,0.839566,0.425639,-0.021939,0.887543,0.210765,22.062462,83.956558,3.137024
vcloth_joint_gambesonlong03_waist_geo_44,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.206943,-0.077985,0.840891,0.408941,-0.119413,0.884509,0.210765,20.694345,84.089088,7.798486
vcloth_joint_gambesonlong03_waist_geo_45,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.077172,0.131286,0.764698,0.120429,0.335256,0.795473,0.210765,7.717199,76.469757,-13.128626
vcloth_joint_gambesonlong03_waist_geo_46,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.146807,0.105558,0.764794,0.238054,0.292374,0.799367,0.210765,14.680658,76.479385,-10.555767
vcloth_joint_gambesonlong03_waist_geo_47,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.190164,0.058896,0.757789,0.323061,0.217815,0.796581,0.210765,19.016428,75.778915,-5.889575
vcloth_joint_gambesonlong03_waist_geo_48,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.212581,-0.088352,0.752519,0.415275,-0.138509,0.781176,0.210765,21.258062,75.251923,8.835196
vcloth_joint_gambesonlong03_waist_geo_49,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.187417,-0.120769,0.747208,0.354726,-0.247240,0.768054,0.210765,18.741701,74.720764,12.076948
vcloth_joint_gambesonlong03_waist_geo_50,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.179169,-0.120786,0.839390,0.350264,-0.239050,0.873474,0.210765,17.916897,83.939041,12.078603
vcloth_joint_gambesonlong03_waist_geo_51,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.175948,-0.118056,0.883435,0.341418,-0.244023,0.917700,0.210765,17.594847,88.343544,11.805576
vcloth_joint_gambesonlong03_waist_geo_52,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.145057,-0.159282,0.741545,0.276539,-0.323500,0.754456,0.210765,14.505708,74.154480,15.928165
vcloth_joint_gambesonlong03_waist_geo_53,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.138268,-0.155109,0.835101,0.277426,-0.311453,0.859871,0.210765,13.826795,83.510071,15.510944
vcloth_joint_gambesonlong03_waist_geo_54,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.135440,-0.153720,0.879537,0.278441,-0.305443,0.910404,0.210765,13.544031,87.953690,15.372023
vcloth_joint_gambesonlong03_waist_geo_55,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.087950,-0.182579,0.733778,0.160785,-0.380183,0.742111,0.210765,8.794978,73.377808,18.257877
vcloth_joint_gambesonlong03_waist_geo_56,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.088992,-0.179191,0.830016,0.156407,-0.378724,0.837999,0.210765,8.899155,83.001648,17.919134
vcloth_joint_gambesonlong03_waist_geo_57,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.087405,-0.177262,0.874195,0.153803,-0.377199,0.880400,0.210765,8.740520,87.419495,17.726227
vcloth_joint_gambesonlong03_waist_geo_58,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.012477,-0.199933,0.730515,0.017339,-0.408491,0.736554,0.210765,-1.247669,73.051529,19.993315
vcloth_joint_gambesonlong03_waist_geo_59,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.018050,-0.196361,0.826453,0.005718,-0.405061,0.843811,0.210765,-1.805037,82.645302,19.636120
vcloth_joint_gambesonlong03_waist_geo_60,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.035130,-0.189341,0.867579,0.070032,-0.397043,0.875531,0.210765,3.512995,86.757889,18.934082
vcloth_joint_gambesonlong03_waist_geo_61,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.037509,-0.191795,0.824462,0.084807,-0.396727,0.838165,0.210765,3.750906,82.446175,19.179512
vcloth_joint_gambesonlong03_waist_geo_62,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.041963,-0.196891,0.732347,0.097354,-0.400110,0.739797,0.210765,4.196305,73.234695,19.689095
vcloth_joint_gambesonlong03_waist_geo_63,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.050569,0.061576,1.126621,0.070796,0.265070,1.177640,0.210765,5.056938,112.662064,-6.157571
vcloth_joint_gambesonlong03_waist_geo_64,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.103715,0.043298,1.126889,0.203393,0.225919,1.160588,0.210765,10.371516,112.688950,-4.329763
vcloth_joint_gambesonlong03_waist_geo_65,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.140453,0.008399,1.122397,0.281807,0.154688,1.177536,0.210765,14.045298,112.239700,-0.839913
vcloth_joint_gambesonlong03_waist_geo_66,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.156146,-0.035617,1.118455,0.351288,-0.055992,1.195437,0.210765,15.614594,111.845505,3.561702
vcloth_joint_gambesonlong03_waist_geo_67,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.153902,-0.068866,1.111829,0.340328,-0.132697,1.186615,0.210765,15.390229,111.182938,6.886597
vcloth_joint_gambesonlong03_waist_geo_68,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.142699,-0.100567,1.108174,0.326291,-0.180235,1.174271,0.210765,14.269924,110.817368,10.056691
vcloth_joint_gambesonlong03_waist_geo_69,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.101985,-0.145524,1.096612,0.253668,-0.277883,1.159023,0.210765,10.198483,109.661194,14.552366
vcloth_joint_gambesonlong03_waist_geo_70,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.064772,-0.165876,1.092045,0.139158,-0.359752,1.128108,0.210765,6.477198,109.204544,16.587637
vcloth_joint_gambesonlong03_waist_geo_71,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.022837,-0.177403,1.089343,0.050964,-0.379422,1.142439,0.210765,2.283741,108.934265,17.740347
vcloth_joint_gambesonlong03_waist_geo_72,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.183557,0.064119,0.759852,-0.352575,0.185629,0.792872,0.210765,-18.355745,75.985161,-6.411922
vcloth_joint_gambesonlong03_waist_geo_73,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.221487,0.013935,0.764226,-0.409599,0.104454,0.793245,0.210765,-22.148746,76.422562,-1.393543
vcloth_joint_gambesonlong03_waist_geo_74,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.221485,0.010406,0.759814,0.389401,0.131791,0.798437,0.210765,22.148474,75.981400,-1.040632
vcloth_joint_gambesonlong03_waist_geo_75,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.226923,-0.039227,0.758209,0.434122,-0.014029,0.787457,0.210765,22.692251,75.820900,3.922681
vcloth_joint_gambesonlong03_waist_geo_76,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.015648,-0.200029,0.773861,0.014388,-0.407531,0.795361,0.210765,-1.564825,77.386147,20.002867
vcloth_joint_gambesonlong03_waist_geo_77,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.040407,-0.193435,0.778844,0.094285,-0.396102,0.799940,0.210765,4.040655,77.884369,19.343481
vcloth_joint_gambesonlong03_waist_geo_78,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.090666,-0.181064,0.783189,0.159792,-0.379382,0.800890,0.210765,9.066570,78.318893,18.106422
vcloth_joint_gambesonlong03_waist_geo_79,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.141044,-0.155797,0.789429,0.274915,-0.316792,0.813534,0.210765,14.104377,78.942932,15.579662
vcloth_joint_gambesonlong03_waist_geo_80,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.180807,-0.122859,0.793962,0.349794,-0.244344,0.827228,0.210765,18.080725,79.396240,12.285872
vcloth_joint_gambesonlong03_waist_geo_81,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.209230,-0.082189,0.797636,0.410066,-0.130297,0.839736,0.210765,20.922979,79.763588,8.218877
vcloth_joint_gambesonlong03_waist_geo_82,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.225806,-0.034868,0.796265,0.431371,-0.019937,0.840331,0.210765,22.580631,79.626518,3.486784
vcloth_joint_gambesonlong03_waist_geo_83,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.035489,-0.190437,0.790027,-0.030498,-0.401002,0.797714,0.210765,-3.548903,79.002663,19.043680
vcloth_joint_gambesonlong03_waist_geo_84,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.076975,-0.182774,0.784650,-0.096943,-0.392247,0.796657,0.210765,-7.697530,78.465012,18.277372
vcloth_joint_gambesonlong03_waist_geo_85,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.114440,-0.169541,0.788487,-0.178528,-0.369378,0.807981,0.210765,-11.443969,78.848709,16.954149
vcloth_joint_gambesonlong03_waist_geo_86,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.152320,-0.147671,0.791145,-0.258103,-0.328374,0.815190,0.210765,-15.231994,79.114540,14.767057
vcloth_joint_gambesonlong03_waist_geo_87,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.189641,-0.113173,0.794801,-0.361542,-0.228301,0.835021,0.210765,-18.964134,79.480064,11.317331
vcloth_joint_gambesonlong03_waist_geo_88,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.215644,-0.073287,0.798786,-0.413933,-0.124556,0.848531,0.210765,-21.564409,79.878571,7.328710
vcloth_joint_gambesonlong03_waist_geo_89,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.224753,-0.037427,0.796484,-0.429878,-0.036356,0.844903,0.210765,-22.475307,79.648445,3.742661
vcloth_joint_gambesonlong03_waist_geo_90,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.215623,-0.007368,0.842173,-0.401659,0.072414,0.900887,0.210765,-21.562313,84.217323,0.736767
vcloth_joint_gambesonlong03_waist_geo_91,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.184472,0.052326,0.850955,-0.329583,0.199270,0.893052,0.210765,-18.447226,85.095467,-5.232601
vcloth_joint_gambesonlong03_waist_geo_92,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.130056,0.094165,0.858056,-0.177726,0.296862,0.890663,0.210765,-13.005573,85.805649,-9.416467
vcloth_joint_gambesonlong03_waist_geo_93,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.066400,0.114401,0.862347,-0.078633,0.321378,0.900198,0.210765,-6.640043,86.234680,-11.440102
vcloth_joint_gambesonlong03_waist_geo_94,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.000968,0.122595,0.864032,-0.002847,0.328825,0.907350,0.210765,0.096801,86.403191,-12.259469
vcloth_joint_gambesonlong03_waist_geo_95,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.070599,0.117241,0.863504,0.085314,0.323679,0.903362,0.210765,7.059881,86.350372,-11.724110
vcloth_joint_gambesonlong03_waist_geo_96,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.135980,0.093091,0.859390,0.228451,0.279529,0.892735,0.210765,13.597990,85.938980,-9.309082
vcloth_joint_gambesonlong03_waist_geo_97,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.188387,0.047916,0.851683,0.349560,0.171369,0.908293,0.210765,18.838739,85.168259,-4.791630
vcloth_joint_gambesonlong03_waist_geo_98,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.219013,-0.009602,0.836773,0.392063,0.091070,0.902655,0.210765,21.901314,83.677322,0.960252
vcloth_joint_gambesonlong03_waist_geo_99,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.220829,0.005013,0.795101,-0.405303,0.094822,0.843324,0.210765,-22.082859,79.510117,-0.501285
vcloth_joint_gambesonlong03_waist_geo_100,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.187473,0.059394,0.806593,-0.328426,0.207239,0.858516,0.210765,-18.747295,80.659271,-5.939425
vcloth_joint_gambesonlong03_waist_geo_101,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.134454,0.101727,0.810724,-0.183511,0.302569,0.851680,0.210765,-13.445441,81.072411,-10.172659
vcloth_joint_gambesonlong03_waist_geo_102,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.070123,0.124979,0.815307,-0.090094,0.330617,0.856973,0.210765,-7.012331,81.530693,-12.497905
vcloth_joint_gambesonlong03_waist_geo_103,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.001509,0.132332,0.815925,-0.004545,0.338475,0.859718,0.210765,-0.150852,81.592468,-13.233205
vcloth_joint_gambesonlong03_waist_geo_104,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.072931,0.125786,0.815754,0.113013,0.328336,0.858050,0.210765,7.293092,81.575363,-12.578625
vcloth_joint_gambesonlong03_waist_geo_105,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.141954,0.098949,0.813358,0.232047,0.284244,0.857749,0.210765,14.195388,81.335815,-9.894846
vcloth_joint_gambesonlong03_waist_geo_106,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.193824,0.053487,0.807477,0.327849,0.208269,0.857492,0.210765,19.382376,80.747726,-5.348654
vcloth_joint_gambesonlong03_waist_geo_107,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.223346,0.001073,0.795465,0.388588,0.117335,0.855467,0.210765,22.334641,79.546539,-0.107284
vcloth_joint_gambesonlong03_waist_geo_108,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.010369,-0.182124,1.086962,-0.052590,-0.380703,1.143581,0.210765,-1.036911,108.696198,18.212450
vcloth_joint_gambesonlong03_waist_geo_109,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.198398,-0.018367,0.937347,-0.400828,0.021833,0.980104,0.210765,-19.839825,93.734703,1.836674
vcloth_joint_gambesonlong03_waist_geo_110,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.169388,0.041208,0.946198,-0.336695,0.162558,0.987482,0.210765,-16.938757,94.619812,-4.120796
vcloth_joint_gambesonlong03_waist_geo_111,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.119631,0.082147,0.953314,-0.224952,0.260347,0.992988,0.210765,-11.963115,95.331413,-8.214682
vcloth_joint_gambesonlong03_waist_geo_112,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.060334,0.102356,0.956935,-0.105621,0.304594,0.995285,0.210765,-6.033436,95.693550,-10.235624
vcloth_joint_gambesonlong03_waist_geo_113,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.001736,0.108591,0.958021,0.003409,0.315780,0.996642,0.210765,0.173645,95.802124,-10.859099
vcloth_joint_gambesonlong03_waist_geo_114,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.064275,0.102271,0.956775,0.113104,0.303586,0.995633,0.210765,6.427526,95.677498,-10.227085
vcloth_joint_gambesonlong03_waist_geo_115,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.124993,0.081152,0.952341,0.235280,0.256023,0.993313,0.210765,12.499314,95.234138,-8.115166
vcloth_joint_gambesonlong03_waist_geo_116,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.172852,0.038586,0.943517,0.341366,0.158116,0.985198,0.210765,17.285233,94.351692,-3.858554
vcloth_joint_gambesonlong03_waist_geo_117,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.200369,-0.015042,0.931460,0.402855,0.027056,0.972069,0.210765,20.036863,93.145996,1.504206
vcloth_joint_gambesonlong03_waist_geo_118,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.197384,-0.067905,0.930028,0.398144,-0.123211,0.962565,0.210765,19.738417,93.002777,6.790528
vcloth_joint_gambesonlong03_waist_geo_119,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.172822,-0.116260,0.928477,0.338498,-0.244340,0.952328,0.210765,17.282190,92.847679,11.625998
vcloth_joint_gambesonlong03_waist_geo_120,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.133000,-0.152923,0.924474,0.251584,-0.326432,0.940424,0.210765,13.300004,92.447449,15.292301
vcloth_joint_gambesonlong03_waist_geo_121,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.086136,-0.176473,0.919242,0.155274,-0.375263,0.930391,0.210765,8.613600,91.924194,17.647301
vcloth_joint_gambesonlong03_waist_geo_122,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.035861,-0.187287,0.913673,0.067029,-0.395571,0.921926,0.210765,3.586061,91.367256,18.728662
vcloth_joint_gambesonlong03_waist_geo_123,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.013339,-0.192511,0.909209,-0.029726,-0.402585,0.913924,0.210765,-1.333880,90.920944,19.251141
vcloth_joint_gambesonlong03_waist_geo_124,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.053263,-0.179618,0.912550,-0.110534,-0.382146,0.923710,0.210765,-5.326282,91.254982,17.961838
vcloth_joint_gambesonlong03_waist_geo_125,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.097971,-0.167685,0.919554,-0.172193,-0.364637,0.930634,0.210765,-9.797065,91.955421,16.768480
vcloth_joint_gambesonlong03_waist_geo_126,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.138681,-0.146628,0.925354,-0.260128,-0.318173,0.941002,0.210765,-13.868108,92.535393,14.662834
vcloth_joint_gambesonlong03_waist_geo_127,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.172487,-0.114311,0.930139,-0.338793,-0.241409,0.954842,0.210765,-17.248716,93.013870,11.431082
vcloth_joint_gambesonlong03_waist_geo_128,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.195011,-0.072131,0.933900,-0.395481,-0.127439,0.968177,0.210765,-19.501143,93.390038,7.213138
vcloth_joint_gambesonlong03_waist_geo_129,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.090787,-0.166496,0.977292,-0.161571,-0.364499,0.991662,0.210765,-9.078745,97.729187,16.649641
vcloth_joint_gambesonlong03_waist_geo_130,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.129633,-0.147444,0.984454,-0.249501,-0.319269,1.007474,0.210765,-12.963341,98.445427,14.744421
vcloth_joint_gambesonlong03_waist_geo_131,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.163280,-0.114662,0.991533,-0.329597,-0.239919,1.024260,0.210765,-16.327999,99.153320,11.466163
vcloth_joint_gambesonlong03_waist_geo_132,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.184332,-0.071714,0.998087,-0.384686,-0.122539,1.039281,0.210765,-18.433182,99.808685,7.171413
vcloth_joint_gambesonlong03_waist_geo_133,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.185146,-0.017294,1.004369,-0.386192,0.026939,1.049603,0.210765,-18.514639,100.436951,1.729398
vcloth_joint_gambesonlong03_waist_geo_134,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.157920,0.035568,1.010359,-0.320496,0.161124,1.057544,0.210765,-15.791976,101.035889,-3.556780
vcloth_joint_gambesonlong03_waist_geo_135,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.111364,0.072844,1.013915,-0.212820,0.250891,1.063186,0.210765,-11.136395,101.391525,-7.284347
vcloth_joint_gambesonlong03_waist_geo_136,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.056325,0.091103,1.014855,-0.100003,0.291310,1.064162,0.210765,-5.632470,101.485489,-9.110308
vcloth_joint_gambesonlong03_waist_geo_137,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.001599,0.096590,1.014443,0.003704,0.301543,1.063554,0.210765,0.159893,101.444275,-9.659033
vcloth_joint_gambesonlong03_waist_geo_138,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.060166,0.090427,1.013615,0.108389,0.289382,1.063746,0.210765,6.016624,101.361481,-9.042664
vcloth_joint_gambesonlong03_waist_geo_139,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.116268,0.070694,1.011918,0.221603,0.246585,1.060790,0.210765,11.626817,101.191803,-7.069379
vcloth_joint_gambesonlong03_waist_geo_140,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.160696,0.033904,1.005852,0.323698,0.159799,1.050603,0.210765,16.069601,100.585205,-3.390409
vcloth_joint_gambesonlong03_waist_geo_141,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.186886,-0.015259,0.997742,0.387230,0.032982,1.041978,0.210765,18.688604,99.774216,1.525930
vcloth_joint_gambesonlong03_waist_geo_142,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.188546,-0.064398,0.988806,0.389514,-0.113828,1.028686,0.210765,18.854574,98.880569,6.439788
vcloth_joint_gambesonlong03_waist_geo_143,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.165075,-0.113159,0.987872,0.332297,-0.236713,1.022410,0.210765,16.507519,98.787247,11.315899
vcloth_joint_gambesonlong03_waist_geo_144,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.126513,-0.150819,0.983397,0.247353,-0.321513,1.009530,0.210765,12.651297,98.339661,15.081942
vcloth_joint_gambesonlong03_waist_geo_145,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.081598,-0.173711,0.977865,0.152289,-0.371396,0.996445,0.210765,8.159771,97.786545,17.371071
vcloth_joint_gambesonlong03_waist_geo_146,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.034753,-0.184677,0.972502,0.071106,-0.391939,0.984456,0.210765,3.475252,97.250221,18.467728
vcloth_joint_gambesonlong03_waist_geo_147,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.011831,-0.190395,0.969170,-0.030111,-0.400121,0.979311,0.210765,-1.183065,96.917046,19.039543
vcloth_joint_gambesonlong03_waist_geo_148,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.047012,-0.177526,0.969186,-0.106459,-0.379421,0.980424,0.210765,-4.701158,96.918617,17.752563
vcloth_joint_gambesonlong03_waist_geo_149,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.080073,-0.166045,1.039626,-0.153516,-0.362751,1.057923,0.210765,-8.007259,103.962616,16.604513
vcloth_joint_gambesonlong03_waist_geo_150,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.116331,-0.146608,1.047015,-0.238376,-0.315451,1.078935,0.210765,-11.633132,104.701469,14.660780
vcloth_joint_gambesonlong03_waist_geo_151,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.148016,-0.114135,1.055246,-0.311811,-0.238726,1.100744,0.210765,-14.801641,105.524574,11.413534
vcloth_joint_gambesonlong03_waist_geo_152,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.167178,-0.073605,1.062338,-0.363535,-0.129911,1.114255,0.210765,-16.717808,106.233749,7.360475
vcloth_joint_gambesonlong03_waist_geo_153,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.169036,-0.025047,1.068961,-0.368603,0.012076,1.125677,0.210765,-16.903624,106.896072,2.504690
vcloth_joint_gambesonlong03_waist_geo_154,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.146013,0.023637,1.073251,-0.307266,0.147529,1.128657,0.210765,-14.601297,107.325134,-2.363646
vcloth_joint_gambesonlong03_waist_geo_155,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.102795,0.058951,1.072914,-0.200899,0.237252,1.127744,0.210765,-10.279473,107.291367,-5.895130
vcloth_joint_gambesonlong03_waist_geo_156,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.050762,0.076348,1.070917,-0.093535,0.275121,1.126430,0.210765,-5.076160,107.091751,-7.634778
vcloth_joint_gambesonlong03_waist_geo_157,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.001419,0.081536,1.069994,0.004377,0.285003,1.124896,0.210765,0.141909,106.999359,-8.153618
vcloth_joint_gambesonlong03_waist_geo_158,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.055710,0.075077,1.070525,0.102090,0.273349,1.124922,0.210765,5.571035,107.052536,-7.507733
vcloth_joint_gambesonlong03_waist_geo_159,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.108157,0.057280,1.070735,0.209224,0.234684,1.123032,0.210765,10.815708,107.073524,-5.727991
vcloth_joint_gambesonlong03_waist_geo_160,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.149788,0.022432,1.069029,0.312586,0.145253,1.122259,0.210765,14.978814,106.902924,-2.243187
vcloth_joint_gambesonlong03_waist_geo_161,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.171410,-0.022835,1.063868,0.370683,0.017816,1.119184,0.210765,17.141047,106.386787,2.283485
vcloth_joint_gambesonlong03_waist_geo_162,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.171793,-0.066176,1.056846,0.369548,-0.117549,1.108574,0.210765,17.179337,105.684639,6.617573
vcloth_joint_gambesonlong03_waist_geo_163,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.152755,-0.108865,1.053188,0.318470,-0.231191,1.097874,0.210765,15.275530,105.318771,10.886559
vcloth_joint_gambesonlong03_waist_geo_164,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.115663,-0.147018,1.046548,0.239666,-0.313780,1.081696,0.210765,11.566269,104.654793,14.701786
vcloth_joint_gambesonlong03_waist_geo_165,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.073131,-0.169765,1.040229,0.147272,-0.365622,1.063996,0.210765,7.313119,104.022903,16.976492
vcloth_joint_gambesonlong03_waist_geo_166,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,0.028740,-0.181830,1.034007,0.066769,-0.388427,1.051131,0.210765,2.874037,103.400726,18.182972
vcloth_joint_gambesonlong03_waist_geo_167,vcloth_root_joint_gambesonlong03_waist_geo_Hips_0,-0.012417,-0.186058,1.033162,-0.029970,-0.395427,1.049850,0.210765,-1.241669,103.316208,18.605841
